filename,misspelt_word,candidates
IMG_9083_cropped_cleaned_ocr.txt,seasalt,"sealant,seawall,peasant,desalt,basalt"
IMG_9084_cropped_cleaned_ocr.txt,ingreinoolt,
IMG_9084_cropped_cleaned_ocr.txt,whatsemolibngg,
IMG_9084_cropped_cleaned_ocr.txt,flaouo,"flour,flout,flatus"
IMG_9084_cropped_cleaned_ocr.txt,cocenratetoatoast,
IMG_9084_cropped_cleaned_ocr.txt,asedreparatio,
IMG_9084_cropped_cleaned_ocr.txt,ouble,"ruble,double"
IMG_9084_cropped_cleaned_ocr.txt,uloeo,"aloes,sloes,floes,ulcer,oleo,floe,lobo,loco,sloe,loo,leo,loeb,cleo,logo,aloe"
IMG_9084_cropped_cleaned_ocr.txt,ookee,"akee,cooee,yoke,hoked,poke,poker,bootee,looker,booker,ogee,jokes,bookie,oohed,hokes,oke,hoke,toke,looked,joker,woke,nookie,cooked,rookie,yokel,joke,cookie,kookie,donee,rooked,hooked,soke,cokes,hookey,cooker,hooke,jokey,oozes,oaken,topee,yoked,coke,pokes,osee,pokey,toked,oozed,booked,joked,woken,coked,tokes,mokes,cooke,ocker,mckee,okie,moke,hokey,poked,token,hooker,ooze,yokes"
IMG_9084_cropped_cleaned_ocr.txt,concentratetomt,
IMG_9084_cropped_cleaned_ocr.txt,matballseerehyratetroi,
IMG_9086_cropped_cleaned_ocr.txt,flavouring,flavoring
IMG_9086_cropped_cleaned_ocr.txt,guar,"gear,gur,guars,guard,guam,guan,gaur,guat,gar"
IMG_9086_cropped_cleaned_ocr.txt,wildrice,"wildlife,wildfire"
IMG_9087_cropped_cleaned_ocr.txt,proteinsflavouringcolours,
IMG_9087_cropped_cleaned_ocr.txt,oriedskimmed,
IMG_9087_cropped_cleaned_ocr.txt,watersugarmodified,
IMG_9088_cropped_cleaned_ocr.txt,flavouring,flavoring
IMG_9088_cropped_cleaned_ocr.txt,colours,colors
IMG_9089_cropped_cleaned_ocr.txt,rc,"tc,sc,rd,rb,cr,oc,arc,rs,ru,rx,ry,rf,kc,rca,ra,rn,r,dc,rh,re,roc,ac,c"
IMG_9089_cropped_cleaned_ocr.txt,barleggor,
IMG_9089_cropped_cleaned_ocr.txt,kie,"fie,pie,ki,kibe,kif,gie,kief,kiel,die,kim,kid,kite,kike,tie,kit,kiev,kin,kip,kier,lie,vie,kine,ike,okie,hie"
IMG_9089_cropped_cleaned_ocr.txt,toatoes,tomatoes
IMG_9089_cropped_cleaned_ocr.txt,olgarlicpowdermayontinhat,
IMG_9089_cropped_cleaned_ocr.txt,otassiumchloido,
IMG_9089_cropped_cleaned_ocr.txt,omatopureepowder,
IMG_9089_cropped_cleaned_ocr.txt,hyrolyedcoro,
IMG_9089_cropped_cleaned_ocr.txt,creampowder,
IMG_9089_cropped_cleaned_ocr.txt,powdersugariodisedsaltoastenion,
IMG_9091_cropped_cleaned_ocr.txt,saltcayenne,
IMG_9091_cropped_cleaned_ocr.txt,powdersugariodisedsalthatlouin,
IMG_9091_cropped_cleaned_ocr.txt,paprikaflaourngastextraclc,
IMG_9091_cropped_cleaned_ocr.txt,onionpowder,
IMG_9093_cropped_cleaned_ocr.txt,favourings,"favoring,flavorings"
IMG_9093_cropped_cleaned_ocr.txt,ontainceler,
IMG_9093_cropped_cleaned_ocr.txt,iodisedalomao,
IMG_9093_cropped_cleaned_ocr.txt,caramelsrupmaltodextrnspicebayleaves,
IMG_9093_cropped_cleaned_ocr.txt,onionpowder,
IMG_9093_cropped_cleaned_ocr.txt,heatfloureastextractpotao,
IMG_9093_cropped_cleaned_ocr.txt,palmfat,"palmist,palmar,palma,palmate"
IMG_9093_cropped_cleaned_ocr.txt,maycontain,
IMG_9096_cropped_cleaned_ocr.txt,flavouring,flavoring
IMG_9099_cropped_cleaned_ocr.txt,ingredienlccolucoaurieeikcas,
IMG_9099_cropped_cleaned_ocr.txt,glcoltirurrudrieoikcremildriee,
IMG_9099_cropped_cleaned_ocr.txt,ammumiouiuar,
IMG_9099_cropped_cleaned_ocr.txt,mlkalsrolnouroant,
IMG_9099_cropped_cleaned_ocr.txt,ammonuictlouurur,
IMG_9099_cropped_cleaned_ocr.txt,letinorcrlouhus,
IMG_9099_cropped_cleaned_ocr.txt,drielkurlslsier,
IMG_9140_cropped_cleaned_ocr.txt,colour,color
IMG_9141_cropped_cleaned_ocr.txt,oligofructose,
IMG_9141_cropped_cleaned_ocr.txt,invertsugarsyrup,
IMG_9141_cropped_cleaned_ocr.txt,glycerolsorbitol,
IMG_9141_cropped_cleaned_ocr.txt,glucosesyrup,
IMG_9141_cropped_cleaned_ocr.txt,forallergens,
IMG_9141_cropped_cleaned_ocr.txt,humectants,humectant
IMG_9141_cropped_cleaned_ocr.txt,seeingredients,
IMG_9141_cropped_cleaned_ocr.txt,wheypowder,
IMG_9141_cropped_cleaned_ocr.txt,vitaminb,"vitamin,vitamins"
IMG_9141_cropped_cleaned_ocr.txt,skimmedmlk,
IMG_9141_cropped_cleaned_ocr.txt,vegetableoils,
IMG_9141_cropped_cleaned_ocr.txt,vitamind,"vitamin,vitamins"
IMG_9141_cropped_cleaned_ocr.txt,calcm,calm
IMG_9141_cropped_cleaned_ocr.txt,palmitatealpha,
IMG_9141_cropped_cleaned_ocr.txt,maizesugararleymlt,
IMG_9141_cropped_cleaned_ocr.txt,skimmedmilk,
IMG_9141_cropped_cleaned_ocr.txt,ingredientlloggstoastedmaizecereal,
IMG_9141_cropped_cleaned_ocr.txt,acol,"acyl,awol,aol,col"
IMG_9141_cropped_cleaned_ocr.txt,darbonatemulsifirsoylecitinvaillxractntioxidnts,
IMG_9141_cropped_cleaned_ocr.txt,invaryingproportions,
IMG_9141_cropped_cleaned_ocr.txt,skimmedmilkpowder,
IMG_9141_cropped_cleaned_ocr.txt,altniacinironvitmiribolavinthiaminolicacidvmn,
IMG_9147_cropped_cleaned_ocr.txt,herbbutter,
IMG_9147_cropped_cleaned_ocr.txt,garlicgarlicdried,
IMG_9147_cropped_cleaned_ocr.txt,blackpepper,
IMG_9148_cropped_cleaned_ocr.txt,rapeseedoil,
IMG_9148_cropped_cleaned_ocr.txt,flavouring,flavoring
IMG_9148_cropped_cleaned_ocr.txt,acerola,"aureola,areola,acerose"
IMG_9151_cropped_cleaned_ocr.txt,pasteurised,pasteurized
IMG_9151_cropped_cleaned_ocr.txt,mouldculure,
IMG_9155_cropped_cleaned_ocr.txt,sodm,"sod,sodom,sods,som,soda"
IMG_9155_cropped_cleaned_ocr.txt,smokeflavouring,
IMG_9163_cropped_cleaned_ocr.txt,sunlower,sunflower
IMG_9164_cropped_cleaned_ocr.txt,flaoing,"flaying,flaming,flawing,flaring,flaking"
IMG_9164_cropped_cleaned_ocr.txt,kcyclamates,cyclamate
