image,char_edit,char_edit_norm,char_ratio,char_ratio_norm,cer,cac,word_edit,word_ratio,wer,wac
IMG_8580,454,395,0.2226027397260274,0.24474187380497137,0.8605664488017429,0.13943355119825707,65,0.026666666666666616,0.9848484848484849,0.015151515151515138
